h,demand,cf_wind,cf_solar,cf_gas
h5486,19947.7,0.177,0.204,1.0
h5487,18933.8,0.23,0.168,1.0
h5488,18505.0,0.32,0.148,1.0
h5489,16833.2,0.133,0.139,1.0
h5490,16288.8,0.077,0.02,1.0
h5491,15468.7,0.365,0.0,1.0
h5492,15875.9,0.285,0.0,1.0
h5493,14125.3,0.292,0.0,1.0
h5494,15614.4,0.158,0.0,1.0
h5495,13994.5,0.303,0.0,1.0
h5496,12531.6,0.266,0.0,1.0
h5497,13558.0,0.117,0.049,1.0
h5498,13446.3,0.357,0.007,1.0
h5499,12695.4,0.256,0.006,1.0
h5500,16356.6,0.212,0.0,1.0
h5501,16365.3,0.213,0.0,1.0
h5502,17005.0,0.082,0.0,1.0
h5503,17483.3,0.29,0.016,1.0
h5504,16962.0,0.264,0.059,1.0
h5505,18292.7,0.227,0.072,1.0
h5506,19818.8,0.345,0.159,1.0
h5507,18592.6,0.132,0.112,1.0
h5508,17499.7,0.195,0.22,1.0
h5509,19232.7,0.175,0.173,1.0
h5510,18996.2,0.22,0.205,1.0
h5511,18741.0,0.248,0.15,1.0
h5512,18599.4,0.277,0.152,1.0
h5513,17815.2,0.215,0.125,1.0
h5514,16754.7,0.172,0.101,1.0
h5515,16754.0,0.377,0.0,1.0
h5516,13892.1,0.435,0.029,1.0
h5517,14929.3,0.253,0.004,1.0
h5518,14595.2,0.181,0.0,1.0
h5519,12852.1,0.36,0.023,1.0
h5520,12591.8,0.126,0.0,1.0
h5521,13353.7,0.215,0.022,1.0
h5522,13775.3,0.186,0.0,1.0
h5523,15437.3,0.149,0.0,1.0
h5524,15015.3,0.219,0.028,1.0
h5525,15593.3,0.172,0.045,1.0
h5526,16609.7,0.242,0.0,1.0
h5527,18810.7,0.243,0.0,1.0
h5528,18686.3,0.191,0.05,1.0
h5529,19187.0,0.211,0.109,1.0
h5530,19749.9,0.223,0.146,1.0
h5531,21200.5,0.306,0.198,1.0
h5532,19698.8,0.229,0.195,1.0
h5533,21278.4,0.307,0.242,1.0
h5534,20127.1,0.288,0.175,1.0
h5535,19389.5,0.286,0.225,1.0
h5536,20937.7,0.352,0.2,1.0
h5537,17414.8,0.151,0.081,1.0
h5538,17251.4,0.203,0.029,1.0
h5539,15829.3,0.381,0.012,1.0
h5540,16916.5,0.22,0.0,1.0
h5541,16952.4,0.015,0.0,1.0
h5542,16532.1,0.224,0.033,1.0
h5543,15950.2,0.251,0.022,1.0
h5544,14786.8,0.031,0.059,1.0
h5545,14831.0,0.347,0.005,1.0
h5546,14160.7,0.183,0.0,1.0
h5547,17674.9,0.266,0.002,1.0
h5548,17110.7,0.222,0.0,1.0
h5549,17128.6,0.137,0.0,1.0
h5550,19418.7,0.154,0.0,1.0
h5551,18406.6,0.165,0.0,1.0
h5552,20280.1,0.326,0.065,1.0
h5553,20479.4,0.228,0.067,1.0
h5554,21642.3,0.198,0.133,1.0
h5555,21414.0,0.164,0.186,1.0
h5556,20438.1,0.335,0.144,1.0
h5557,21588.1,0.356,0.242,1.0
h5558,22098.5,0.334,0.15,1.0
h5559,20792.5,0.278,0.21,1.0
h5560,20850.6,0.262,0.116,1.0
h5561,18710.0,0.141,0.098,1.0
h5562,18792.3,0.219,0.072,1.0
h5563,17584.6,0.184,0.066,1.0
h5564,18009.5,0.093,0.003,1.0
h5565,16870.1,0.323,0.0,1.0
h5566,16976.8,0.183,0.029,1.0
h5567,17052.9,0.334,0.0,1.0
h5568,16691.3,0.309,0.002,1.0
h5569,16514.5,0.283,0.017,1.0
h5570,15849.8,0.287,0.0,1.0
h5571,17171.3,0.189,0.0,1.0
h5572,17411.2,0.387,0.0,1.0
h5573,18322.4,0.241,0.037,1.0
h5574,19104.0,0.262,0.022,1.0
h5575,19418.5,0.186,0.0,1.0
h5576,19375.5,0.163,0.095,1.0
h5577,21037.2,0.276,0.124,1.0
h5578,22206.5,0.255,0.11,1.0
h5579,21271.7,0.174,0.193,1.0
h5580,22460.4,0.122,0.245,1.0
h5581,23859.4,0.136,0.185,1.0
h5582,22850.8,0.333,0.255,1.0
h5583,22863.9,0.188,0.146,1.0
h5584,21235.9,0.21,0.133,1.0
h5585,21131.2,0.353,0.082,1.0
h5586,18842.4,0.147,0.099,1.0
h5587,18133.5,0.179,0.0,1.0
h5588,15741.1,0.175,0.0,1.0
h5589,18269.4,0.366,0.013,1.0
h5590,18086.9,0.396,0.02,1.0
h5591,16123.9,0.297,0.02,1.0
h5592,16271.7,0.299,0.0,1.0
h5593,15982.5,0.19,0.008,1.0
h5594,17196.5,0.392,0.0,1.0
h5595,18267.4,0.258,0.05,1.0
h5596,16589.2,0.305,0.034,1.0
h5597,19022.5,0.228,0.032,1.0
h5598,19230.9,0.215,0.024,1.0
h5599,20293.2,0.369,0.016,1.0
h5600,21259.9,0.279,0.02,1.0
h5601,21323.8,0.352,0.13,1.0
h5602,21823.1,0.256,0.161,1.0
h5603,21985.1,0.168,0.231,1.0
h5604,22982.2,0.189,0.24,1.0
h5605,22384.5,0.244,0.24,1.0
h5606,21871.9,0.185,0.165,1.0
h5607,20148.7,0.147,0.191,1.0
h5608,20190.2,0.332,0.141,1.0
h5609,20440.6,0.192,0.119,1.0
h5610,18931.2,0.246,0.045,1.0
h5611,18611.9,0.259,0.0,1.0
h5612,18737.4,0.188,0.014,1.0
h5613,17500.5,0.351,0.0,1.0
h5614,16236.7,0.146,0.004,1.0
h5615,15424.4,0.256,0.0,1.0
h5616,13659.1,0.255,0.0,1.0
h5617,15639.3,0.23,0.02,1.0
h5618,15780.5,0.131,0.0,1.0
h5619,16794.4,0.304,0.037,1.0
h5620,16939.8,0.294,0.029,1.0
h5621,17484.4,0.18,0.0,1.0
h5622,17042.1,0.291,0.09,1.0
h5623,18432.8,0.264,0.037,1.0
h5624,20226.7,0.132,0.03,1.0
h5625,21771.7,0.166,0.135,1.0
h5626,20725.9,0.325,0.161,1.0
h5627,21291.2,0.259,0.172,1.0
h5628,21817.1,0.189,0.186,1.0
h5629,20228.1,0.165,0.256,1.0
h5630,20795.9,0.193,0.2,1.0
h5631,19361.4,0.198,0.193,1.0
h5632,19956.4,0.166,0.132,1.0
h5633,18599.0,0.094,0.091,1.0
h5634,17882.5,0.325,0.055,1.0
h5635,16189.2,0.311,0.012,1.0
h5636,16610.8,0.132,0.0,1.0
h5637,17050.3,0.244,0.001,1.0
h5638,14062.3,0.161,0.0,1.0
h5639,14263.3,0.212,0.042,1.0
h5640,14586.4,0.206,0.088,1.0
h5641,15101.5,0.199,0.0,1.0
h5642,14293.0,0.393,0.0,1.0
h5643,12917.7,0.198,0.004,1.0
h5644,16856.9,0.168,0.0,1.0
h5645,17062.0,0.172,0.059,1.0
h5646,15792.3,0.316,0.05,1.0
h5647,17429.7,0.101,0.026,1.0
h5648,19842.7,0.172,0.041,1.0
h5649,20313.3,0.348,0.134,1.0
h5650,20326.2,0.252,0.169,1.0
h5651,19676.4,0.248,0.205,1.0
h5652,19928.4,0.403,0.174,1.0
h5653,19599.3,0.252,0.26,1.0
h5654,20254.2,0.176,0.224,1.0
h5655,18125.8,0.21,0.195,1.0
h5656,17517.7,0.141,0.144,1.0
h5657,18210.6,0.333,0.09,1.0
h5658,16560.9,0.278,0.069,1.0
h5659,16900.3,0.322,0.0,1.0
h5660,14521.4,0.329,0.024,1.0
h5661,14384.5,0.199,0.0,1.0
h5662,13210.3,0.156,0.0,1.0
h5663,13655.7,0.228,0.055,1.0
h5664,12369.3,0.162,0.0,1.0
h5665,13270.7,0.245,0.0,1.0
h5666,12818.6,0.322,0.034,1.0
h5667,15006.0,0.218,0.056,1.0
h5668,15650.3,0.243,0.0,1.0
h5669,14418.6,0.224,0.0,1.0
h5670,17645.6,0.295,0.0,1.0
h5671,19348.9,0.178,0.028,1.0
h5672,18104.4,0.055,0.109,1.0
h5673,18166.7,0.269,0.083,1.0
h5674,21404.8,0.31,0.205,1.0
h5675,18378.4,0.267,0.178,1.0
h5676,19541.2,0.18,0.233,1.0
h5677,19558.1,0.14,0.193,1.0
h5678,20185.7,0.27,0.219,1.0
h5679,18920.3,0.242,0.197,1.0
h5680,17617.7,0.221,0.154,1.0
h5681,16544.2,0.376,0.127,1.0
h5682,16274.3,0.155,0.03,1.0
h5683,14992.0,0.372,0.0,1.0
h5684,15145.5,0.233,0.013,1.0
h5685,14074.2,0.083,0.04,1.0
h5686,12898.8,0.216,0.0,1.0
h5687,14847.9,0.307,0.015,1.0
h5688,13396.0,0.201,0.023,1.0
h5689,12936.0,0.112,0.025,1.0
h5690,14169.9,0.217,0.0,1.0
h5691,14889.3,0.161,0.0,1.0
h5692,14109.7,0.269,0.0,1.0
h5693,16543.6,0.292,0.058,1.0
h5694,16261.3,0.145,0.015,1.0
h5695,19284.6,0.173,0.014,1.0
h5696,19095.0,0.29,0.071,1.0
h5697,19010.5,0.161,0.077,1.0
h5698,19241.7,0.143,0.223,1.0
h5699,20082.9,0.135,0.216,1.0
h5700,20788.3,0.257,0.247,1.0
h5701,20205.6,0.254,0.181,1.0
h5702,19784.9,0.174,0.249,1.0
h5703,19564.5,0.23,0.192,1.0
h5704,18453.9,0.351,0.126,1.0
h5705,17984.7,0.151,0.088,1.0
h5706,15865.7,0.073,0.023,1.0
h5707,17594.2,0.265,0.0,1.0
h5708,16393.6,0.22,0.002,1.0
h5709,14982.3,0.172,0.0,1.0
h5710,16715.1,0.281,0.01,1.0
h5711,15040.7,0.296,0.05,1.0
h5712,14116.0,0.052,0.0,1.0
h5713,15808.6,0.176,0.0,1.0
h5714,15816.0,0.414,0.0,1.0
h5715,16361.9,0.275,0.036,1.0
h5716,16394.9,0.282,0.0,1.0
h5717,17882.5,0.322,0.046,1.0
h5718,18146.9,0.23,0.014,1.0
h5719,19629.5,0.292,0.0,1.0
h5720,18430.8,0.286,0.064,1.0
h5721,20270.4,0.271,0.127,1.0
h5722,22509.1,0.202,0.199,1.0
h5723,20851.2,0.242,0.259,1.0
h5724,21115.8,0.181,0.255,1.0
h5725,21169.2,0.229,0.249,1.0
h5726,20287.6,0.134,0.249,1.0
h5727,19049.2,0.164,0.2,1.0
h5728,20046.0,0.205,0.123,1.0
h5729,19655.1,0.152,0.12,1.0
h5730,18771.3,0.187,0.072,1.0
h5731,17968.3,0.214,0.0,1.0
h5732,17446.3,0.259,0.04,1.0
h5733,17663.2,0.303,0.03,1.0
h5734,16272.4,0.19,0.0,1.0
h5735,15723.5,0.334,0.041,1.0
h5736,15913.1,0.302,0.0,1.0
h5737,16759.5,0.267,0.0,1.0
h5738,17778.0,0.239,0.032,1.0
h5739,16671.0,0.252,0.0,1.0
h5740,17916.8,0.322,0.057,1.0
h5741,18868.3,0.325,0.0,1.0
h5742,18609.5,0.333,0.0,1.0
h5743,20218.8,0.23,0.0,1.0
h5744,19768.9,0.271,0.085,1.0
h5745,20156.4,0.334,0.092,1.0
h5746,22345.1,0.177,0.129,1.0
h5747,22043.1,0.201,0.214,1.0
h5748,22609.7,0.228,0.187,1.0
h5749,22324.8,0.298,0.248,1.0
h5750,21251.2,0.299,0.221,1.0
h5751,21512.9,0.208,0.222,1.0
h5752,19936.5,0.105,0.128,1.0
h5753,21310.0,0.246,0.159,1.0
h5754,18336.7,0.153,0.057,1.0
h5755,18492.4,0.107,0.023,1.0
h5756,17098.6,0.125,0.029,1.0
h5757,17776.8,0.252,0.0,1.0
h5758,16589.5,0.335,0.026,1.0
h5759,16151.5,0.229,0.0,1.0
h5760,17157.4,0.243,0.0,1.0
h5761,16609.2,0.32,0.059,1.0
h5762,17303.7,0.102,0.033,1.0
h5763,16582.4,0.267,0.062,1.0
h5764,16859.5,0.224,0.0,1.0
h5765,18780.7,0.271,0.003,1.0
h5766,19197.2,0.187,0.016,1.0
h5767,20703.6,0.16,0.0,1.0
h5768,20828.8,0.236,0.04,1.0
h5769,21638.5,0.357,0.094,1.0
h5770,20607.3,0.294,0.177,1.0
h5771,23667.0,0.184,0.178,1.0
h5772,22074.5,0.118,0.201,1.0
h5773,22607.6,0.09,0.254,1.0
h5774,21026.6,0.33,0.231,1.0
h5775,21411.9,0.148,0.238,1.0
h5776,19450.8,0.199,0.159,1.0
h5777,20083.3,0.33,0.104,1.0
h5778,18616.2,0.095,0.076,1.0
h5779,18107.6,0.344,0.0,1.0
h5780,17882.6,0.204,0.0,1.0
h5781,15683.6,0.132,0.0,1.0
h5782,15614.5,0.205,0.0,1.0
h5783,16199.0,0.166,0.053,1.0
h5784,17380.5,0.259,0.0,1.0
h5785,15663.6,0.172,0.039,1.0
h5786,16514.2,0.071,0.022,1.0
h5787,16396.6,0.206,0.047,1.0
h5788,18616.8,0.115,0.094,1.0
h5789,16342.9,0.24,0.043,1.0
h5790,18541.4,0.129,0.028,1.0
h5791,17884.3,0.185,0.0,1.0
h5792,17840.2,0.238,0.028,1.0
h5793,20636.9,0.207,0.133,1.0
h5794,20915.5,0.244,0.122,1.0
h5795,20801.1,0.278,0.231,1.0
h5796,20970.1,0.131,0.173,1.0
h5797,23355.4,0.218,0.28,1.0
h5798,20295.9,0.0,0.227,1.0
h5799,20361.9,0.243,0.216,1.0
h5800,18745.0,0.199,0.151,1.0
h5801,18714.0,0.145,0.066,1.0
h5802,17453.1,0.248,0.101,1.0
h5803,16486.8,0.317,0.04,1.0
h5804,17500.3,0.185,0.0,1.0
h5805,16324.3,0.147,0.02,1.0
h5806,14978.1,0.236,0.0,1.0
h5807,12691.8,0.116,0.009,1.0
h5808,14112.4,0.17,0.023,1.0
h5809,16634.8,0.321,0.017,1.0
h5810,14556.1,0.228,0.04,1.0
h5811,16066.7,0.072,0.016,1.0
h5812,16923.1,0.079,0.001,1.0
h5813,16628.8,0.235,0.0,1.0
h5814,16513.2,0.291,0.0,1.0
h5815,15967.5,0.093,0.024,1.0
h5816,19135.5,0.258,0.019,1.0
h5817,18503.3,0.329,0.157,1.0
h5818,19716.2,0.373,0.167,1.0
h5819,18817.4,0.249,0.19,1.0
h5820,19649.9,0.263,0.207,1.0
h5821,19731.0,0.051,0.269,1.0
h5822,19566.5,0.39,0.24,1.0
h5823,17934.6,0.176,0.263,1.0
h5824,19119.9,0.147,0.138,1.0
h5825,16924.9,0.201,0.107,1.0
h5826,15256.8,0.343,0.062,1.0
h5827,15710.3,0.398,0.0,1.0
h5828,15086.1,0.232,0.0,1.0
h5829,14556.8,0.301,0.01,1.0
h5830,15038.0,0.225,0.015,1.0
h5831,13460.6,0.138,0.045,1.0
h5832,13456.4,0.34,0.0,1.0
h5833,12778.3,0.172,0.01,1.0
h5834,14624.1,0.344,0.0,1.0
h5835,14598.3,0.325,0.013,1.0
h5836,14741.0,0.27,0.013,1.0
h5837,14279.0,0.368,0.0,1.0
h5838,17734.0,0.4,0.0,1.0
h5839,16368.8,0.207,0.015,1.0
h5840,17594.6,0.156,0.066,1.0
h5841,18966.2,0.072,0.119,1.0
h5842,18188.1,0.4,0.198,1.0
h5843,18238.8,0.186,0.24,1.0
h5844,17826.0,0.312,0.227,1.0
h5845,19991.2,0.161,0.226,1.0
h5846,18673.5,0.344,0.206,1.0
h5847,20974.3,0.165,0.219,1.0
h5848,17221.1,0.125,0.136,1.0
h5849,16567.9,0.204,0.129,1.0
h5850,16095.4,0.178,0.102,1.0
h5851,15992.1,0.268,0.0,1.0
h5852,14731.1,0.216,0.0,1.0
h5853,15015.5,0.271,0.06,1.0
h5854,13311.1,0.197,0.045,1.0
h5855,12738.5,0.167,0.0,1.0
h5856,12355.5,0.173,0.004,1.0
h5857,12171.6,0.384,0.01,1.0
h5858,13890.1,0.238,0.006,1.0
h5859,14593.8,0.061,0.054,1.0
h5860,15001.7,0.178,0.003,1.0
h5861,17273.1,0.228,0.007,1.0
h5862,18081.4,0.367,0.021,1.0
h5863,17647.9,0.302,0.036,1.0
h5864,17240.7,0.146,0.094,1.0
h5865,18877.0,0.413,0.144,1.0
h5866,19358.0,0.217,0.133,1.0
h5867,19641.1,0.319,0.206,1.0
h5868,19739.9,0.127,0.271,1.0
h5869,19703.2,0.028,0.263,1.0
h5870,19649.4,0.107,0.272,1.0
h5871,19009.4,0.0,0.278,1.0
h5872,19103.7,0.388,0.146,1.0
h5873,18547.6,0.236,0.162,1.0
h5874,16805.8,0.145,0.056,1.0
h5875,17832.1,0.255,0.028,1.0
h5876,15370.5,0.234,0.0,1.0
h5877,14306.8,0.269,0.064,1.0
h5878,15500.8,0.316,0.004,1.0
h5879,14317.1,0.196,0.0,1.0
h5880,15201.9,0.148,0.013,1.0
h5881,13200.3,0.285,0.01,1.0
h5882,16611.6,0.283,0.034,1.0
h5883,16584.1,0.227,0.013,1.0
h5884,15535.1,0.393,0.074,1.0
h5885,16339.1,0.184,0.0,1.0
h5886,19694.1,0.147,0.0,1.0
h5887,18594.9,0.252,0.0,1.0
h5888,19287.4,0.164,0.069,1.0
h5889,18804.7,0.258,0.136,1.0
h5890,20850.7,0.152,0.191,1.0
h5891,21282.7,0.186,0.226,1.0
h5892,22171.2,0.37,0.232,1.0
h5893,20408.3,0.186,0.232,1.0
h5894,20043.2,0.154,0.239,1.0
h5895,21176.6,0.312,0.259,1.0
h5896,21035.9,0.134,0.224,1.0
h5897,18289.5,0.163,0.127,1.0
h5898,19678.5,0.264,0.039,1.0
h5899,18114.3,0.293,0.0,1.0
h5900,18285.3,0.315,0.063,1.0
h5901,16788.7,0.158,0.03,1.0
h5902,14406.9,0.265,0.017,1.0
h5903,16061.2,0.18,0.029,1.0
h5904,16986.1,0.169,0.046,1.0
h5905,15581.0,0.314,0.0,1.0
h5906,16338.0,0.174,0.0,1.0
h5907,17032.6,0.24,0.0,1.0
h5908,15518.0,0.23,0.018,1.0
h5909,19934.7,0.132,0.005,1.0
h5910,18682.5,0.295,0.023,1.0
h5911,20607.0,0.262,0.0,1.0
h5912,20872.0,0.058,0.109,1.0
h5913,22577.8,0.239,0.129,1.0
h5914,22376.6,0.155,0.206,1.0
h5915,22162.3,0.305,0.263,1.0
h5916,21733.1,0.101,0.287,1.0
h5917,22977.4,0.188,0.273,1.0
h5918,20533.6,0.246,0.278,1.0
h5919,22065.8,0.221,0.28,1.0
h5920,20043.8,0.278,0.201,1.0
h5921,21199.0,0.095,0.11,1.0
h5922,19550.6,0.349,0.086,1.0
h5923,19164.3,0.259,0.0,1.0
h5924,17998.0,0.325,0.0,1.0
h5925,15918.5,0.287,0.014,1.0
h5926,16166.1,0.216,0.003,1.0
h5927,17104.3,0.114,0.035,1.0
h5928,16608.2,0.171,0.0,1.0
h5929,17530.4,0.344,0.0,1.0
h5930,17213.0,0.327,0.005,1.0
h5931,16594.1,0.167,0.011,1.0
h5932,17346.5,0.0,0.003,1.0
h5933,18777.2,0.199,0.001,1.0
h5934,17601.0,0.193,0.0,1.0
h5935,21541.2,0.196,0.0,1.0
h5936,21246.1,0.258,0.058,1.0
h5937,22456.0,0.286,0.165,1.0
h5938,20641.5,0.295,0.199,1.0
h5939,23151.9,0.252,0.222,1.0
h5940,23991.1,0.072,0.309,1.0
h5941,20992.8,0.189,0.258,1.0
h5942,22312.6,0.4,0.274,1.0
h5943,21166.3,0.246,0.226,1.0
h5944,19257.6,0.245,0.238,1.0
h5945,20116.0,0.244,0.136,1.0
h5946,19567.9,0.249,0.073,1.0
h5947,17603.3,0.025,0.0,1.0
h5948,18256.9,0.196,0.006,1.0
h5949,15336.2,0.212,0.036,1.0
h5950,14966.3,0.318,0.025,1.0
h5951,15942.4,0.219,0.001,1.0
h5952,15722.2,0.084,0.051,1.0
h5953,15200.8,0.25,0.026,1.0
h5954,16689.0,0.151,0.0,1.0
h5955,16906.9,0.118,0.0,1.0
h5956,17749.5,0.148,0.0,1.0
h5957,17642.2,0.258,0.012,1.0
h5958,18947.7,0.316,0.018,1.0
h5959,18828.2,0.254,0.041,1.0
h5960,21488.5,0.265,0.037,1.0
h5961,19748.9,0.253,0.122,1.0
h5962,22488.1,0.223,0.155,1.0
h5963,21056.9,0.271,0.193,1.0
h5964,19954.7,0.021,0.242,1.0
h5965,21971.2,0.224,0.281,1.0
h5966,20603.1,0.131,0.284,1.0
h5967,20634.7,0.308,0.206,1.0
h5968,20243.6,0.203,0.167,1.0
h5969,18748.2,0.217,0.082,1.0
h5970,17169.9,0.094,0.077,1.0
h5971,17595.8,0.296,0.0,1.0
h5972,16045.8,0.265,0.05,1.0
h5973,15931.2,0.259,0.012,1.0
h5974,13145.7,0.149,0.0,1.0
h5975,14892.7,0.152,0.0,1.0
h5976,13890.3,0.232,0.0,1.0
h5977,15795.0,0.159,0.0,1.0
h5978,15239.1,0.249,0.0,1.0
h5979,15376.0,0.041,0.0,1.0
h5980,16158.6,0.175,0.0,1.0
h5981,15654.9,0.358,0.011,1.0
h5982,18485.3,0.249,0.015,1.0
h5983,19508.8,0.227,0.0,1.0
h5984,18902.5,0.373,0.129,1.0
h5985,20427.4,0.027,0.084,1.0
h5986,19119.9,0.149,0.195,1.0
h5987,19179.6,0.182,0.23,1.0
h5988,19894.8,0.282,0.248,1.0
h5989,20052.0,0.284,0.253,1.0
h5990,19036.4,0.144,0.265,1.0
h5991,19256.7,0.293,0.231,1.0
h5992,18407.5,0.181,0.182,1.0
h5993,16603.7,0.31,0.098,1.0
h5994,17011.4,0.131,0.023,1.0
h5995,16488.4,0.203,0.0,1.0
h5996,15195.8,0.174,0.0,1.0
h5997,15350.4,0.298,0.0,1.0
h5998,12974.3,0.171,0.0,1.0
h5999,14024.1,0.21,0.0,1.0
h6000,12615.9,0.254,0.0,1.0
h6001,12769.6,0.257,0.0,1.0
h6002,13462.9,0.284,0.046,1.0
h6003,13697.2,0.23,0.0,1.0
h6004,14638.6,0.179,0.0,1.0
h6005,15631.5,0.185,0.0,1.0
h6006,17248.2,0.215,0.0,1.0
h6007,17094.1,0.233,0.001,1.0
h6008,16799.1,0.201,0.069,1.0
h6009,19591.6,0.214,0.125,1.0
h6010,18475.7,0.091,0.188,1.0
h6011,19386.6,0.266,0.219,1.0
h6012,19882.4,0.227,0.28,1.0
h6013,19574.1,0.293,0.34,1.0
h6014,19985.0,0.213,0.242,1.0
h6015,19015.7,0.073,0.253,1.0
h6016,17327.6,0.184,0.198,1.0
h6017,19047.9,0.196,0.159,1.0
h6018,16703.2,0.272,0.093,1.0
h6019,15679.7,0.047,0.006,1.0
h6020,15878.4,0.216,0.0,1.0
h6021,14725.2,0.253,0.0,1.0
h6022,14413.4,0.159,0.0,1.0
h6023,15837.5,0.218,0.0,1.0
h6024,13574.0,0.162,0.0,1.0
h6025,13696.3,0.154,0.0,1.0
h6026,14397.8,0.179,0.033,1.0
h6027,15691.8,0.155,0.003,1.0
h6028,14301.7,0.267,0.027,1.0
h6029,14705.9,0.153,0.044,1.0
h6030,16629.3,0.14,0.0,1.0
h6031,16608.6,0.353,0.006,1.0
h6032,18336.0,0.289,0.064,1.0
h6033,19732.4,0.063,0.116,1.0
h6034,19125.3,0.15,0.171,1.0
h6035,19025.4,0.231,0.269,1.0
h6036,20353.6,0.237,0.279,1.0
h6037,20916.0,0.092,0.338,1.0
h6038,18602.7,0.304,0.302,1.0
h6039,20174.0,0.277,0.223,1.0
h6040,19590.9,0.25,0.225,1.0
h6041,19022.5,0.32,0.132,1.0
h6042,18509.1,0.248,0.11,1.0
h6043,18576.8,0.247,0.0,1.0
h6044,15869.7,0.336,0.0,1.0
h6045,15688.7,0.299,0.0,1.0
h6046,14863.0,0.144,0.0,1.0
h6047,14972.6,0.262,0.0,1.0
h6048,16171.2,0.158,0.0,1.0
h6049,14047.2,0.251,0.026,1.0
h6050,14808.7,0.249,0.054,1.0
h6051,17148.0,0.1,0.0,1.0
h6052,17551.5,0.201,0.038,1.0
h6053,17231.6,0.232,0.0,1.0
h6054,19039.8,0.176,0.01,1.0
h6055,19457.7,0.236,0.0,1.0
h6056,21155.0,0.275,0.09,1.0
h6057,20677.1,0.208,0.083,1.0
h6058,21951.8,0.229,0.212,1.0
h6059,23578.5,0.321,0.255,1.0
h6060,22077.3,0.248,0.282,1.0
h6061,21567.1,0.227,0.264,1.0
h6062,21837.4,0.134,0.293,1.0
h6063,20523.6,0.264,0.26,1.0
h6064,22140.9,0.237,0.197,1.0
h6065,19690.4,0.313,0.164,1.0
h6066,18595.0,0.214,0.071,1.0
h6067,17415.7,0.065,0.016,1.0
h6068,18289.7,0.074,0.0,1.0
h6069,17538.6,0.269,0.007,1.0
h6070,16026.9,0.165,0.017,1.0
h6071,16643.9,0.245,0.0,1.0
h6072,14931.1,0.219,0.0,1.0
h6073,16444.0,0.197,0.008,1.0
h6074,17010.6,0.202,0.036,1.0
h6075,18539.4,0.141,0.009,1.0
h6076,17221.0,0.209,0.01,1.0
h6077,17574.9,0.163,0.0,1.0
h6078,18687.3,0.18,0.022,1.0
h6079,19133.2,0.184,0.0,1.0
h6080,22010.7,0.192,0.061,1.0
h6081,22810.6,0.284,0.178,1.0
h6082,22307.9,0.199,0.189,1.0
h6083,23327.2,0.292,0.278,1.0
h6084,22555.1,0.333,0.314,1.0
h6085,22263.1,0.278,0.308,1.0
h6086,21765.9,0.252,0.243,1.0
h6087,21300.8,0.236,0.253,1.0
h6088,19684.8,0.279,0.2,1.0
h6089,20408.6,0.217,0.131,1.0
h6090,19389.3,0.288,0.08,1.0
h6091,19245.3,0.259,0.023,1.0
h6092,18007.2,0.181,0.0,1.0
h6093,17190.3,0.281,0.0,1.0
h6094,16157.7,0.217,0.0,1.0
h6095,16624.1,0.201,0.035,1.0
h6096,17065.4,0.171,0.0,1.0
h6097,15670.9,0.222,0.0,1.0
h6098,16960.4,0.289,0.0,1.0
h6099,17553.9,0.28,0.011,1.0
h6100,17408.9,0.237,0.0,1.0
h6101,18224.6,0.257,0.02,1.0
h6102,19636.8,0.311,0.0,1.0
h6103,19295.7,0.197,0.0,1.0
h6104,21172.7,0.12,0.036,1.0
h6105,20758.1,0.313,0.16,1.0
h6106,22756.3,0.166,0.228,1.0
h6107,24026.5,0.154,0.265,1.0
h6108,21517.3,0.065,0.252,1.0
h6109,22476.9,0.254,0.273,1.0
h6110,21114.1,0.079,0.292,1.0
h6111,21998.2,0.149,0.205,1.0
h6112,19480.9,0.256,0.202,1.0
h6113,20106.1,0.266,0.193,1.0
h6114,18202.6,0.156,0.071,1.0
h6115,17918.7,0.198,0.0,1.0
h6116,16499.4,0.139,0.0,1.0
h6117,17327.5,0.165,0.0,1.0
h6118,15492.5,0.23,0.064,1.0
h6119,16274.7,0.168,0.05,1.0
h6120,15426.6,0.189,0.022,1.0
h6121,15682.5,0.091,0.0,1.0
h6122,16159.5,0.299,0.036,1.0
h6123,15872.7,0.249,0.0,1.0
h6124,17231.3,0.272,0.032,1.0
h6125,18965.0,0.311,0.028,1.0
h6126,17843.2,0.142,0.0,1.0
h6127,20122.2,0.179,0.034,1.0
h6128,21043.9,0.056,0.064,1.0
h6129,19746.0,0.459,0.111,1.0
h6130,19639.8,0.196,0.241,1.0
h6131,21270.5,0.291,0.257,1.0
h6132,20617.2,0.109,0.307,1.0
h6133,22371.7,0.288,0.354,1.0
h6134,20530.3,0.356,0.268,1.0
h6135,19312.0,0.203,0.255,1.0
h6136,18346.8,0.127,0.259,1.0
h6137,19349.8,0.197,0.17,1.0
h6138,17186.8,0.03,0.057,1.0
h6139,16850.3,0.205,0.0,1.0
h6140,16809.9,0.273,0.0,1.0
h6141,14995.1,0.205,0.0,1.0
h6142,14831.9,0.185,0.007,1.0
h6143,14521.9,0.25,0.002,1.0
h6144,14947.8,0.256,0.008,1.0
h6145,14945.0,0.075,0.0,1.0
h6146,14564.5,0.215,0.0,1.0
h6147,15235.1,0.402,0.0,1.0
h6148,15472.1,0.101,0.004,1.0
h6149,15271.5,0.201,0.035,1.0
h6150,17392.8,0.363,0.0,1.0
