'demand' 'cf_wind' 'cf_solar' 'cf_gas' 'co2_gas'
h4610 15922.1 0.213 0.000 1.0 0.400
h4611 15491.0 0.197 0.047 1.0 0.400
h4612 18553.7 0.198 0.000 1.0 0.400
h4613 17843.2 0.369 0.008 1.0 0.400
h4614 18199.2 0.385 0.000 1.0 0.400
h4615 18985.6 0.224 0.000 1.0 0.400
h4616 19951.4 0.436 0.035 1.0 0.400
h4617 21485.9 0.308 0.068 1.0 0.400
h4618 20290.0 0.399 0.091 1.0 0.400
h4619 22280.6 0.342 0.277 1.0 0.400
h4620 21678.6 0.383 0.233 1.0 0.400
h4621 21548.9 0.145 0.196 1.0 0.400
h4622 20576.4 0.270 0.209 1.0 0.400
h4623 20594.5 0.290 0.158 1.0 0.400
h4624 20336.0 0.338 0.182 1.0 0.400
h4625 18776.4 0.327 0.161 1.0 0.400
h4626 16494.8 0.367 0.062 1.0 0.400
h4627 15905.1 0.259 0.020 1.0 0.400
h4628 16098.2 0.268 0.000 1.0 0.400
h4629 14168.1 0.357 0.010 1.0 0.400
h4630 14304.0 0.313 0.044 1.0 0.400
h4631 13901.6 0.342 0.000 1.0 0.400
h4632 14741.7 0.275 0.023 1.0 0.400
h4633 13864.2 0.374 0.000 1.0 0.400
h4634 15528.2 0.326 0.039 1.0 0.400
h4635 16020.5 0.282 0.031 1.0 0.400
h4636 16292.9 0.277 0.012 1.0 0.400
h4637 16241.5 0.279 0.026 1.0 0.400
h4638 17836.4 0.285 0.000 1.0 0.400
h4639 17916.8 0.172 0.008 1.0 0.400
h4640 18416.1 0.219 0.024 1.0 0.400
h4641 19864.6 0.274 0.099 1.0 0.400
h4642 18872.6 0.288 0.116 1.0 0.400
h4643 19954.1 0.337 0.224 1.0 0.400
h4644 21054.1 0.246 0.240 1.0 0.400
h4645 20827.2 0.323 0.249 1.0 0.400
h4646 18837.8 0.329 0.235 1.0 0.400
h4647 18928.4 0.451 0.177 1.0 0.400
h4648 17939.5 0.365 0.181 1.0 0.400
h4649 18520.2 0.368 0.095 1.0 0.400
h4650 15204.5 0.394 0.098 1.0 0.400
h4651 14905.4 0.385 0.000 1.0 0.400
h4652 17170.4 0.337 0.000 1.0 0.400
h4653 13386.5 0.247 0.022 1.0 0.400
h4654 13906.3 0.346 0.000 1.0 0.400
h4655 13604.6 0.261 0.000 1.0 0.400
h4656 13751.1 0.366 0.009 1.0 0.400
h4657 13570.8 0.332 0.041 1.0 0.400
h4658 13876.0 0.339 0.000 1.0 0.400
h4659 14883.6 0.242 0.000 1.0 0.400
h4660 16115.9 0.325 0.000 1.0 0.400
h4661 16222.0 0.525 0.000 1.0 0.400
h4662 16607.1 0.380 0.000 1.0 0.400
h4663 17814.6 0.201 0.002 1.0 0.400
h4664 18927.4 0.186 0.079 1.0 0.400
h4665 19091.4 0.235 0.090 1.0 0.400
h4666 18239.1 0.306 0.172 1.0 0.400
h4667 17945.3 0.324 0.175 1.0 0.400
h4668 19121.5 0.245 0.247 1.0 0.400
h4669 20367.1 0.420 0.229 1.0 0.400
h4670 17754.5 0.328 0.239 1.0 0.400
h4671 18667.5 0.325 0.169 1.0 0.400
h4672 18235.3 0.380 0.186 1.0 0.400
h4673 16800.3 0.307 0.065 1.0 0.400
h4674 16170.7 0.317 0.078 1.0 0.400
h4675 15173.4 0.391 0.000 1.0 0.400
h4676 14352.1 0.259 0.025 1.0 0.400
h4677 15359.0 0.266 0.022 1.0 0.400
h4678 15214.6 0.210 0.000 1.0 0.400
h4679 14615.7 0.380 0.000 1.0 0.400
h4680 13646.6 0.423 0.058 1.0 0.400
h4681 14754.4 0.308 0.000 1.0 0.400
h4682 14429.7 0.307 0.000 1.0 0.400
h4683 16097.1 0.374 0.000 1.0 0.400
h4684 16226.1 0.344 0.029 1.0 0.400
h4685 16838.1 0.151 0.009 1.0 0.400
h4686 16063.7 0.485 0.000 1.0 0.400
h4687 18526.0 0.402 0.022 1.0 0.400
h4688 18206.8 0.320 0.035 1.0 0.400
h4689 19839.2 0.363 0.110 1.0 0.400
h4690 20796.8 0.266 0.161 1.0 0.400
h4691 19617.0 0.442 0.219 1.0 0.400
h4692 21861.3 0.312 0.254 1.0 0.400
h4693 20661.2 0.379 0.194 1.0 0.400
h4694 18166.3 0.354 0.233 1.0 0.400
h4695 19486.1 0.284 0.163 1.0 0.400
h4696 19144.4 0.363 0.122 1.0 0.400
h4697 18227.8 0.339 0.115 1.0 0.400
h4698 17844.9 0.317 0.060 1.0 0.400
h4699 16405.8 0.071 0.016 1.0 0.400
h4700 16079.2 0.293 0.007 1.0 0.400
h4701 15890.5 0.281 0.028 1.0 0.400
h4702 15577.1 0.218 0.009 1.0 0.400
h4703 14611.6 0.338 0.009 1.0 0.400
h4704 15153.8 0.352 0.017 1.0 0.400
h4705 14875.0 0.312 0.000 1.0 0.400
h4706 15163.7 0.426 0.038 1.0 0.400
h4707 15834.5 0.288 0.013 1.0 0.400
h4708 14611.9 0.277 0.000 1.0 0.400
h4709 18389.4 0.304 0.000 1.0 0.400
h4710 18457.5 0.234 0.000 1.0 0.400
h4711 18278.0 0.284 0.000 1.0 0.400
h4712 20142.8 0.361 0.000 1.0 0.400
h4713 18777.7 0.300 0.133 1.0 0.400
h4714 20114.8 0.336 0.193 1.0 0.400
h4715 22112.3 0.221 0.239 1.0 0.400
h4716 23433.6 0.266 0.245 1.0 0.400
h4717 20545.7 0.441 0.257 1.0 0.400
h4718 19878.3 0.243 0.179 1.0 0.400
h4719 20886.2 0.388 0.164 1.0 0.400
h4720 19980.9 0.247 0.107 1.0 0.400
h4721 18883.5 0.249 0.150 1.0 0.400
h4722 17973.2 0.286 0.090 1.0 0.400
h4723 17376.4 0.439 0.050 1.0 0.400
h4724 18489.2 0.397 0.000 1.0 0.400
h4725 17273.6 0.308 0.000 1.0 0.400
h4726 16349.3 0.410 0.024 1.0 0.400
h4727 14689.7 0.340 0.066 1.0 0.400
h4728 15990.9 0.259 0.000 1.0 0.400
h4729 16620.6 0.364 0.021 1.0 0.400
h4730 16766.3 0.407 0.000 1.0 0.400
h4731 15918.4 0.352 0.000 1.0 0.400
h4732 17476.5 0.252 0.000 1.0 0.400
h4733 19461.6 0.222 0.000 1.0 0.400
h4734 20172.6 0.372 0.027 1.0 0.400
h4735 20264.2 0.396 0.000 1.0 0.400
h4736 21235.5 0.472 0.151 1.0 0.400
h4737 21889.3 0.292 0.143 1.0 0.400
h4738 21634.9 0.237 0.190 1.0 0.400
h4739 23076.8 0.255 0.247 1.0 0.400
h4740 23680.0 0.440 0.171 1.0 0.400
h4741 22735.6 0.192 0.282 1.0 0.400
h4742 22816.3 0.383 0.243 1.0 0.400
h4743 21095.1 0.386 0.198 1.0 0.400
h4744 21329.3 0.268 0.199 1.0 0.400
h4745 20623.2 0.276 0.085 1.0 0.400
h4746 18921.1 0.286 0.071 1.0 0.400
h4747 18580.2 0.281 0.040 1.0 0.400
h4748 16446.1 0.234 0.000 1.0 0.400
h4749 17741.6 0.437 0.000 1.0 0.400
h4750 17529.4 0.341 0.009 1.0 0.400
h4751 16378.7 0.208 0.000 1.0 0.400
h4752 16130.0 0.373 0.001 1.0 0.400
h4753 16773.9 0.362 0.000 1.0 0.400
h4754 16361.1 0.208 0.007 1.0 0.400
h4755 16787.3 0.319 0.011 1.0 0.400
h4756 17823.5 0.439 0.000 1.0 0.400
h4757 17647.6 0.382 0.000 1.0 0.400
h4758 20045.1 0.269 0.027 1.0 0.400
h4759 19875.0 0.235 0.020 1.0 0.400
h4760 19320.3 0.346 0.029 1.0 0.400
h4761 19814.3 0.375 0.129 1.0 0.400
h4762 21018.9 0.172 0.167 1.0 0.400
h4763 21420.8 0.128 0.240 1.0 0.400
h4764 20540.5 0.304 0.187 1.0 0.400
h4765 22132.4 0.377 0.203 1.0 0.400
h4766 21755.1 0.223 0.161 1.0 0.400
h4767 18853.6 0.389 0.145 1.0 0.400
h4768 21231.6 0.318 0.132 1.0 0.400
h4769 19799.0 0.356 0.037 1.0 0.400
h4770 19047.5 0.220 0.135 1.0 0.400
h4771 18181.5 0.255 0.015 1.0 0.400
h4772 16867.0 0.328 0.000 1.0 0.400
h4773 18018.8 0.409 0.041 1.0 0.400
h4774 15430.6 0.402 0.043 1.0 0.400
h4775 16023.7 0.488 0.033 1.0 0.400
h4776 15633.4 0.295 0.016 1.0 0.400
h4777 15598.9 0.378 0.000 1.0 0.400
h4778 15831.7 0.286 0.003 1.0 0.400
h4779 15542.8 0.392 0.000 1.0 0.400
h4780 16199.1 0.324 0.044 1.0 0.400
h4781 18016.5 0.379 0.055 1.0 0.400
h4782 16738.1 0.188 0.068 1.0 0.400
h4783 18908.0 0.342 0.000 1.0 0.400
h4784 19529.4 0.345 0.025 1.0 0.400
h4785 21401.0 0.352 0.087 1.0 0.400
h4786 22189.3 0.241 0.138 1.0 0.400
h4787 20558.2 0.483 0.202 1.0 0.400
h4788 22562.8 0.203 0.233 1.0 0.400
h4789 21275.6 0.429 0.184 1.0 0.400
h4790 21333.1 0.236 0.204 1.0 0.400
h4791 19359.8 0.412 0.181 1.0 0.400
h4792 19428.7 0.247 0.158 1.0 0.400
h4793 19186.1 0.296 0.082 1.0 0.400
h4794 19110.5 0.304 0.021 1.0 0.400
h4795 16246.2 0.422 0.000 1.0 0.400
h4796 16917.4 0.376 0.009 1.0 0.400
h4797 15591.6 0.299 0.017 1.0 0.400
h4798 15200.3 0.327 0.000 1.0 0.400
h4799 15125.7 0.251 0.033 1.0 0.400
h4800 15199.9 0.358 0.000 1.0 0.400
h4801 13859.3 0.322 0.022 1.0 0.400
h4802 14543.4 0.235 0.000 1.0 0.400
h4803 13871.6 0.196 0.000 1.0 0.400
h4804 17733.8 0.189 0.000 1.0 0.400
h4805 17119.1 0.268 0.039 1.0 0.400
h4806 18437.4 0.268 0.000 1.0 0.400
h4807 17831.9 0.218 0.015 1.0 0.400
h4808 17838.2 0.291 0.079 1.0 0.400
h4809 19961.7 0.358 0.108 1.0 0.400
h4810 20252.4 0.437 0.105 1.0 0.400
h4811 19283.3 0.328 0.188 1.0 0.400
h4812 20494.3 0.213 0.204 1.0 0.400
h4813 19222.1 0.349 0.188 1.0 0.400
h4814 18132.7 0.340 0.211 1.0 0.400
h4815 19614.6 0.371 0.201 1.0 0.400
h4816 18563.9 0.232 0.140 1.0 0.400
h4817 17161.3 0.277 0.162 1.0 0.400
h4818 15809.0 0.458 0.092 1.0 0.400
h4819 16539.7 0.382 0.020 1.0 0.400
h4820 14285.0 0.416 0.013 1.0 0.400
h4821 15007.4 0.417 0.010 1.0 0.400
h4822 14620.0 0.279 0.000 1.0 0.400
h4823 13875.2 0.331 0.010 1.0 0.400
h4824 13207.5 0.287 0.000 1.0 0.400
h4825 12769.0 0.245 0.027 1.0 0.400
h4826 14287.4 0.387 0.000 1.0 0.400
h4827 15052.8 0.346 0.000 1.0 0.400
h4828 15717.9 0.292 0.011 1.0 0.400
h4829 15973.7 0.220 0.000 1.0 0.400
h4830 16381.8 0.356 0.000 1.0 0.400
h4831 18644.1 0.141 0.021 1.0 0.400
h4832 16675.9 0.351 0.097 1.0 0.400
h4833 18163.8 0.333 0.105 1.0 0.400
h4834 18833.6 0.147 0.169 1.0 0.400
h4835 18367.2 0.340 0.139 1.0 0.400
h4836 19154.7 0.332 0.209 1.0 0.400
h4837 20068.8 0.207 0.185 1.0 0.400
h4838 18283.0 0.411 0.250 1.0 0.400
h4839 17563.4 0.350 0.176 1.0 0.400
h4840 18716.5 0.230 0.203 1.0 0.400
h4841 17091.1 0.316 0.111 1.0 0.400
h4842 16879.5 0.286 0.076 1.0 0.400
h4843 16469.0 0.336 0.000 1.0 0.400
h4844 15238.5 0.267 0.000 1.0 0.400
h4845 14681.5 0.328 0.000 1.0 0.400
h4846 13850.9 0.307 0.000 1.0 0.400
h4847 14599.9 0.379 0.037 1.0 0.400
h4848 13915.4 0.350 0.000 1.0 0.400
h4849 12133.8 0.358 0.000 1.0 0.400
h4850 13240.7 0.406 0.000 1.0 0.400
h4851 15373.8 0.365 0.000 1.0 0.400
h4852 15003.9 0.313 0.009 1.0 0.400
h4853 16249.0 0.249 0.000 1.0 0.400
h4854 16728.4 0.392 0.000 1.0 0.400
h4855 18316.0 0.321 0.011 1.0 0.400
h4856 18419.8 0.285 0.026 1.0 0.400
h4857 18988.7 0.260 0.111 1.0 0.400
h4858 20569.3 0.424 0.165 1.0 0.400
h4859 20099.3 0.234 0.138 1.0 0.400
h4860 21324.7 0.451 0.268 1.0 0.400
h4861 20511.7 0.318 0.196 1.0 0.400
h4862 19959.5 0.257 0.212 1.0 0.400
h4863 18939.6 0.294 0.228 1.0 0.400
h4864 19098.3 0.304 0.150 1.0 0.400
h4865 17527.3 0.223 0.062 1.0 0.400
h4866 16562.3 0.328 0.078 1.0 0.400
h4867 15994.5 0.066 0.033 1.0 0.400
h4868 15543.9 0.248 0.000 1.0 0.400
h4869 15396.1 0.136 0.000 1.0 0.400
h4870 17617.0 0.179 0.035 1.0 0.400
h4871 14482.1 0.312 0.010 1.0 0.400
h4872 14007.6 0.203 0.064 1.0 0.400
h4873 16255.7 0.331 0.022 1.0 0.400
h4874 15060.4 0.383 0.040 1.0 0.400
h4875 15646.1 0.226 0.016 1.0 0.400
h4876 16633.3 0.359 0.000 1.0 0.400
h4877 18573.5 0.437 0.033 1.0 0.400
h4878 18516.5 0.376 0.000 1.0 0.400
h4879 18753.9 0.320 0.000 1.0 0.400
h4880 21250.3 0.354 0.052 1.0 0.400
h4881 20352.1 0.304 0.139 1.0 0.400
h4882 21751.8 0.264 0.159 1.0 0.400
h4883 20897.7 0.329 0.173 1.0 0.400
h4884 22350.6 0.157 0.174 1.0 0.400
h4885 20440.8 0.337 0.211 1.0 0.400
h4886 22613.2 0.246 0.113 1.0 0.400
h4887 20418.1 0.274 0.217 1.0 0.400
h4888 21184.7 0.355 0.151 1.0 0.400
h4889 19320.8 0.191 0.152 1.0 0.400
h4890 19264.5 0.258 0.042 1.0 0.400
h4891 17861.9 0.318 0.009 1.0 0.400
h4892 17924.5 0.395 0.000 1.0 0.400
h4893 17461.1 0.305 0.000 1.0 0.400
h4894 16270.4 0.174 0.016 1.0 0.400
h4895 15980.4 0.278 0.000 1.0 0.400
h4896 18898.7 0.287 0.018 1.0 0.400
h4897 14673.8 0.332 0.085 1.0 0.400
h4898 17004.4 0.324 0.000 1.0 0.400
h4899 17435.3 0.324 0.008 1.0 0.400
h4900 18141.7 0.357 0.000 1.0 0.400
h4901 18932.4 0.315 0.000 1.0 0.400
h4902 19108.6 0.264 0.000 1.0 0.400
h4903 20347.5 0.322 0.046 1.0 0.400
h4904 19686.0 0.331 0.062 1.0 0.400
h4905 21628.3 0.309 0.093 1.0 0.400
h4906 19334.6 0.361 0.138 1.0 0.400
h4907 23551.2 0.374 0.182 1.0 0.400
h4908 22072.7 0.287 0.189 1.0 0.400
h4909 22904.0 0.358 0.163 1.0 0.400
h4910 23609.7 0.313 0.224 1.0 0.400
h4911 21705.8 0.273 0.192 1.0 0.400
h4912 21671.6 0.312 0.160 1.0 0.400
h4913 19660.7 0.341 0.148 1.0 0.400
h4914 18827.5 0.204 0.028 1.0 0.400
h4915 17711.1 0.303 0.000 1.0 0.400
h4916 17977.1 0.221 0.000 1.0 0.400
h4917 17612.7 0.274 0.000 1.0 0.400
h4918 17804.9 0.278 0.005 1.0 0.400
h4919 16328.2 0.205 0.015 1.0 0.400
h4920 16020.3 0.337 0.031 1.0 0.400
h4921 17149.6 0.261 0.000 1.0 0.400
h4922 17139.4 0.055 0.000 1.0 0.400
h4923 18266.4 0.360 0.014 1.0 0.400
h4924 16553.0 0.307 0.000 1.0 0.400
h4925 20559.5 0.298 0.000 1.0 0.400
h4926 19855.4 0.457 0.000 1.0 0.400
h4927 20911.7 0.354 0.004 1.0 0.400
h4928 21257.6 0.253 0.079 1.0 0.400
h4929 21629.3 0.242 0.122 1.0 0.400
h4930 21618.8 0.370 0.151 1.0 0.400
h4931 20858.5 0.349 0.198 1.0 0.400
h4932 22130.9 0.153 0.189 1.0 0.400
h4933 22328.6 0.153 0.221 1.0 0.400
h4934 20107.6 0.353 0.157 1.0 0.400
h4935 20246.3 0.332 0.184 1.0 0.400
h4936 19239.6 0.166 0.060 1.0 0.400
h4937 20352.7 0.179 0.099 1.0 0.400
h4938 19663.9 0.187 0.047 1.0 0.400
h4939 17155.2 0.294 0.000 1.0 0.400
h4940 16263.7 0.121 0.001 1.0 0.400
h4941 16269.1 0.411 0.000 1.0 0.400
h4942 16431.5 0.182 0.000 1.0 0.400
h4943 14867.7 0.175 0.000 1.0 0.400
h4944 15127.9 0.290 0.000 1.0 0.400
h4945 15699.0 0.317 0.030 1.0 0.400
h4946 15686.6 0.428 0.031 1.0 0.400
h4947 17431.6 0.197 0.000 1.0 0.400
h4948 17174.7 0.267 0.000 1.0 0.400
h4949 16937.5 0.464 0.002 1.0 0.400
h4950 18451.9 0.383 0.012 1.0 0.400
h4951 19207.6 0.287 0.002 1.0 0.400
h4952 19627.1 0.172 0.033 1.0 0.400
h4953 19417.4 0.429 0.136 1.0 0.400
h4954 20973.4 0.459 0.122 1.0 0.400
h4955 20989.5 0.380 0.109 1.0 0.400
h4956 22388.9 0.427 0.187 1.0 0.400
h4957 21655.8 0.385 0.185 1.0 0.400
h4958 20283.1 0.240 0.229 1.0 0.400
h4959 19541.5 0.230 0.215 1.0 0.400
h4960 18514.3 0.321 0.126 1.0 0.400
h4961 19394.0 0.402 0.126 1.0 0.400
h4962 17877.9 0.247 0.048 1.0 0.400
h4963 17533.0 0.273 0.002 1.0 0.400
h4964 15962.8 0.218 0.000 1.0 0.400
h4965 17182.4 0.332 0.000 1.0 0.400
h4966 15658.5 0.254 0.004 1.0 0.400
h4967 13527.8 0.249 0.023 1.0 0.400
h4968 14505.0 0.348 0.000 1.0 0.400
h4969 14299.6 0.269 0.001 1.0 0.400
h4970 15866.1 0.253 0.001 1.0 0.400
h4971 15393.3 0.421 0.022 1.0 0.400
h4972 16288.7 0.147 0.000 1.0 0.400
h4973 16865.5 0.212 0.004 1.0 0.400
h4974 17003.1 0.099 0.000 1.0 0.400
h4975 17582.2 0.330 0.000 1.0 0.400
h4976 18322.7 0.227 0.000 1.0 0.400
h4977 18989.3 0.299 0.058 1.0 0.400
h4978 20338.3 0.176 0.116 1.0 0.400
h4979 19312.3 0.421 0.121 1.0 0.400
h4980 19546.0 0.380 0.229 1.0 0.400
h4981 20262.5 0.306 0.164 1.0 0.400
h4982 18026.5 0.170 0.215 1.0 0.400
h4983 19836.8 0.355 0.171 1.0 0.400
h4984 18699.7 0.095 0.130 1.0 0.400
h4985 17528.3 0.346 0.062 1.0 0.400
h4986 16792.2 0.199 0.079 1.0 0.400
h4987 15445.8 0.268 0.040 1.0 0.400
h4988 14600.0 0.137 0.000 1.0 0.400
h4989 14983.0 0.472 0.000 1.0 0.400
h4990 14317.5 0.363 0.029 1.0 0.400
h4991 13063.1 0.336 0.044 1.0 0.400
h4992 13149.8 0.447 0.000 1.0 0.400
h4993 13407.0 0.152 0.000 1.0 0.400
h4994 13704.4 0.308 0.016 1.0 0.400
h4995 15302.0 0.255 0.018 1.0 0.400
h4996 15427.2 0.210 0.050 1.0 0.400
h4997 16464.7 0.399 0.007 1.0 0.400
h4998 16376.2 0.316 0.000 1.0 0.400
h4999 17759.9 0.231 0.035 1.0 0.400
h5000 18911.8 0.295 0.000 1.0 0.400
h5001 18612.3 0.219 0.095 1.0 0.400
h5002 19052.5 0.324 0.115 1.0 0.400
h5003 19456.9 0.378 0.151 1.0 0.400
h5004 18711.3 0.213 0.174 1.0 0.400
h5005 19476.2 0.303 0.285 1.0 0.400
h5006 18876.7 0.315 0.151 1.0 0.400
h5007 18963.6 0.370 0.135 1.0 0.400
h5008 18677.7 0.325 0.096 1.0 0.400
h5009 18348.0 0.223 0.121 1.0 0.400
h5010 17319.1 0.211 0.014 1.0 0.400
h5011 16202.7 0.368 0.044 1.0 0.400
h5012 14610.4 0.299 0.000 1.0 0.400
h5013 14633.2 0.161 0.052 1.0 0.400
h5014 14421.1 0.182 0.000 1.0 0.400
h5015 15784.1 0.298 0.000 1.0 0.400
h5016 12800.3 0.322 0.000 1.0 0.400
h5017 13399.0 0.377 0.000 1.0 0.400
h5018 13337.8 0.357 0.015 1.0 0.400
h5019 15131.5 0.186 0.026 1.0 0.400
h5020 16183.4 0.332 0.005 1.0 0.400
h5021 17288.5 0.391 0.000 1.0 0.400
h5022 17626.1 0.342 0.000 1.0 0.400
h5023 17959.0 0.205 0.000 1.0 0.400
h5024 18910.2 0.355 0.081 1.0 0.400
h5025 19224.3 0.314 0.057 1.0 0.400
h5026 20609.6 0.413 0.068 1.0 0.400
h5027 20467.8 0.379 0.196 1.0 0.400
h5028 20150.8 0.400 0.153 1.0 0.400
h5029 20246.7 0.431 0.179 1.0 0.400
h5030 18808.4 0.306 0.254 1.0 0.400
h5031 19458.5 0.226 0.150 1.0 0.400
h5032 19167.7 0.240 0.182 1.0 0.400
h5033 17212.4 0.390 0.154 1.0 0.400
h5034 17856.3 0.227 0.050 1.0 0.400
h5035 16598.6 0.309 0.057 1.0 0.400
h5036 15236.0 0.355 0.000 1.0 0.400
h5037 15801.4 0.159 0.000 1.0 0.400
h5038 14855.4 0.408 0.008 1.0 0.400
h5039 15157.4 0.368 0.021 1.0 0.400
h5040 14497.5 0.262 0.000 1.0 0.400
h5041 16003.2 0.143 0.000 1.0 0.400
h5042 15527.5 0.338 0.040 1.0 0.400
h5043 17118.8 0.361 0.000 1.0 0.400
h5044 14616.8 0.325 0.000 1.0 0.400
h5045 14744.9 0.196 0.014 1.0 0.400
h5046 18017.0 0.323 0.052 1.0 0.400
h5047 17601.7 0.298 0.020 1.0 0.400
h5048 19399.3 0.393 0.090 1.0 0.400
h5049 19533.6 0.340 0.125 1.0 0.400
h5050 20033.0 0.379 0.108 1.0 0.400
h5051 21072.3 0.214 0.173 1.0 0.400
h5052 21768.1 0.319 0.205 1.0 0.400
h5053 21514.1 0.242 0.231 1.0 0.400
h5054 21314.1 0.271 0.227 1.0 0.400
h5055 20342.3 0.392 0.150 1.0 0.400
h5056 20730.8 0.493 0.110 1.0 0.400
h5057 20629.6 0.273 0.099 1.0 0.400
h5058 18499.9 0.413 0.085 1.0 0.400
h5059 17977.1 0.248 0.043 1.0 0.400
h5060 17726.2 0.398 0.019 1.0 0.400
h5061 15868.0 0.312 0.047 1.0 0.400
h5062 16517.5 0.211 0.000 1.0 0.400
h5063 15092.1 0.343 0.000 1.0 0.400
h5064 15880.9 0.329 0.029 1.0 0.400
h5065 16630.7 0.294 0.019 1.0 0.400
h5066 16974.9 0.079 0.021 1.0 0.400
h5067 17756.7 0.329 0.004 1.0 0.400
h5068 17946.3 0.116 0.000 1.0 0.400
h5069 19775.9 0.281 0.027 1.0 0.400
h5070 19397.4 0.361 0.045 1.0 0.400
h5071 20775.8 0.321 0.013 1.0 0.400
h5072 20683.2 0.290 0.017 1.0 0.400
h5073 21303.8 0.223 0.077 1.0 0.400
h5074 21626.3 0.394 0.143 1.0 0.400
h5075 23203.2 0.356 0.205 1.0 0.400
h5076 22780.9 0.206 0.176 1.0 0.400
h5077 23575.8 0.304 0.183 1.0 0.400
h5078 22655.4 0.212 0.149 1.0 0.400
h5079 23218.0 0.345 0.100 1.0 0.400
h5080 20860.7 0.319 0.149 1.0 0.400
h5081 19306.9 0.397 0.103 1.0 0.400
h5082 20491.2 0.146 0.048 1.0 0.400
h5083 18849.8 0.291 0.008 1.0 0.400
h5084 16997.6 0.292 0.017 1.0 0.400
h5085 15488.5 0.287 0.045 1.0 0.400
h5086 18512.8 0.314 0.056 1.0 0.400
h5087 16819.8 0.197 0.000 1.0 0.400
h5088 17406.3 0.300 0.034 1.0 0.400
h5089 16588.1 0.270 0.019 1.0 0.400
h5090 16462.5 0.409 0.000 1.0 0.400
h5091 16783.1 0.132 0.000 1.0 0.400
h5092 17691.1 0.333 0.016 1.0 0.400
h5093 18916.4 0.339 0.000 1.0 0.400
h5094 20700.3 0.335 0.037 1.0 0.400
h5095 19666.8 0.304 0.012 1.0 0.400
h5096 20614.3 0.346 0.057 1.0 0.400
h5097 20805.0 0.215 0.115 1.0 0.400
h5098 21890.9 0.341 0.153 1.0 0.400
h5099 22291.3 0.381 0.128 1.0 0.400
h5100 21757.1 0.292 0.183 1.0 0.400
h5101 23443.3 0.196 0.207 1.0 0.400
h5102 21442.0 0.351 0.220 1.0 0.400
h5103 21052.5 0.239 0.117 1.0 0.400
h5104 22825.6 0.347 0.131 1.0 0.400
h5105 20216.8 0.209 0.084 1.0 0.400
h5106 19035.9 0.237 0.092 1.0 0.400
h5107 18334.1 0.207 0.000 1.0 0.400
h5108 18361.2 0.188 0.000 1.0 0.400
h5109 16781.2 0.369 0.004 1.0 0.400
h5110 15858.1 0.360 0.005 1.0 0.400
h5111 15559.6 0.415 0.066 1.0 0.400
h5112 16141.0 0.357 0.000 1.0 0.400
h5113 16449.0 0.142 0.000 1.0 0.400
h5114 15949.9 0.117 0.001 1.0 0.400
h5115 17297.0 0.337 0.020 1.0 0.400
h5116 16720.0 0.155 0.031 1.0 0.400
h5117 17584.6 0.296 0.021 1.0 0.400
h5118 19129.6 0.232 0.054 1.0 0.400
h5119 19550.1 0.176 0.000 1.0 0.400
h5120 20136.5 0.372 0.051 1.0 0.400
h5121 19257.1 0.304 0.102 1.0 0.400
h5122 21478.1 0.235 0.150 1.0 0.400
h5123 21063.4 0.350 0.183 1.0 0.400
h5124 22426.9 0.284 0.221 1.0 0.400
h5125 21087.6 0.367 0.178 1.0 0.400
h5126 20360.5 0.366 0.195 1.0 0.400
h5127 20170.2 0.184 0.189 1.0 0.400
h5128 20439.2 0.261 0.101 1.0 0.400
h5129 18584.2 0.350 0.061 1.0 0.400
h5130 17734.3 0.296 0.022 1.0 0.400
h5131 16844.3 0.188 0.026 1.0 0.400
h5132 17619.1 0.368 0.000 1.0 0.400
h5133 14776.3 0.299 0.049 1.0 0.400
h5134 14935.9 0.262 0.000 1.0 0.400
h5135 15125.1 0.217 0.000 1.0 0.400
h5136 13136.0 0.343 0.011 1.0 0.400
h5137 13672.2 0.345 0.000 1.0 0.400
h5138 14252.5 0.291 0.016 1.0 0.400
h5139 16332.7 0.343 0.021 1.0 0.400
h5140 15561.1 0.334 0.000 1.0 0.400
h5141 15765.4 0.305 0.040 1.0 0.400
h5142 17994.2 0.295 0.000 1.0 0.400
h5143 18684.4 0.326 0.010 1.0 0.400
h5144 18591.2 0.171 0.038 1.0 0.400
h5145 18079.4 0.323 0.084 1.0 0.400
h5146 19220.9 0.166 0.088 1.0 0.400
h5147 18581.3 0.374 0.120 1.0 0.400
h5148 20815.4 0.355 0.217 1.0 0.400
h5149 20472.7 0.411 0.200 1.0 0.400
h5150 19152.4 0.223 0.224 1.0 0.400
h5151 18791.7 0.317 0.163 1.0 0.400
h5152 17111.2 0.236 0.111 1.0 0.400
h5153 17155.3 0.275 0.094 1.0 0.400
h5154 16359.9 0.316 0.000 1.0 0.400
h5155 15933.0 0.180 0.000 1.0 0.400
h5156 15119.6 0.361 0.000 1.0 0.400
h5157 13297.0 0.340 0.037 1.0 0.400
h5158 14508.9 0.258 0.000 1.0 0.400
h5159 13657.5 0.287 0.000 1.0 0.400
h5160 13425.5 0.391 0.000 1.0 0.400
h5161 13022.5 0.207 0.003 1.0 0.400
h5162 12771.1 0.120 0.000 1.0 0.400
h5163 14926.2 0.159 0.015 1.0 0.400
h5164 14896.8 0.405 0.000 1.0 0.400
h5165 15894.1 0.283 0.000 1.0 0.400
h5166 17202.2 0.258 0.000 1.0 0.400
h5167 18088.0 0.250 0.000 1.0 0.400
